x,q1,q2,q3
0.975976,0.128854,0.023367,0.877481
0.976977,0.128776,0.023261,0.877195
0.977978,0.128776,0.023261,0.877195
0.978979,0.128705,0.023164,0.876930
0.979980,0.128705,0.023164,0.876930
0.980981,0.128639,0.023074,0.876686
0.981982,0.128639,0.023074,0.876686
0.982983,0.128580,0.022992,0.876464
0.983984,0.128580,0.022992,0.876464
0.984985,0.128526,0.022918,0.876263
0.985986,0.128526,0.022918,0.876263
0.986987,0.128478,0.022853,0.876084
0.987988,0.128478,0.022853,0.876084
0.988989,0.128436,0.022795,0.875928
0.989990,0.128436,0.022795,0.875928
0.990991,0.128400,0.022747,0.875796
0.991992,0.128400,0.022747,0.875796
0.992993,0.128371,0.022707,0.875688
0.993994,0.128371,0.022707,0.875688
0.994995,0.128349,0.022677,0.875605
0.995996,0.128349,0.022677,0.875605
0.996997,0.128334,0.022656,0.875548
0.997998,0.128334,0.022656,0.875548
0.998999,0.128326,0.022646,0.875518
1.000000,0.128326,0.022646,0.875518
