0.000000e+00, 0.000000e+00, 2.450250e+01
1.000000e+00, 9.999995e-05, 2.450250e+01
2.000000e+00, 1.749990e-04, 2.450250e+01
3.000000e+00, 5.083295e-04, 2.450249e+01
4.000000e+00, 1.295805e-03, 2.450246e+01
5.000000e+00, 2.735674e-03, 2.450240e+01
6.000000e+00, 5.026851e-03, 2.450227e+01
7.000000e+00, 8.368252e-03, 2.450206e+01
8.000000e+00, 1.295833e-02, 2.450172e+01
9.000000e+00, 1.899456e-02, 2.450120e+01
1.000000e+01, 2.667287e-02, 2.450047e+01
1.100000e+01, 3.618681e-02, 2.449948e+01
1.200000e+01, 4.772669e-02, 2.449814e+01
1.300000e+01, 6.147833e-02, 2.449642e+01
1.400000e+01, 7.762173e-02, 2.449422e+01
1.500000e+01, 9.632942e-02, 2.449147e+01
1.600000e+01, 1.177646e-01, 2.448810e+01
1.700000e+01, 1.420789e-01, 2.448400e+01
1.800000e+01, 1.694103e-01, 2.447909e+01
1.900000e+01, 1.998799e-01, 2.447326e+01
2.000000e+01, 2.335896e-01, 2.446640e+01
2.100000e+01, 2.706190e-01, 2.445840e+01
2.200000e+01, 3.110216e-01, 2.444914e+01
2.300000e+01, 3.548222e-01, 2.443849e+01
2.400000e+01, 4.020130e-01, 2.442632e+01
2.500000e+01, 4.525508e-01, 2.441250e+01
2.600000e+01, 5.063533e-01, 2.439687e+01
2.700000e+01, 5.632962e-01, 2.437930e+01
2.800000e+01, 6.232112e-01, 2.435962e+01
2.900000e+01, 6.858834e-01, 2.433766e+01
3.000000e+01, 7.510501e-01, 2.431327e+01
3.100000e+01, 8.184003e-01, 2.428627e+01
3.200000e+01, 8.875748e-01, 2.425648e+01
3.300000e+01, 9.581678e-01, 2.422372e+01
3.400000e+01, 1.029730e+00, 2.418778e+01
3.500000e+01, 1.101770e+00, 2.414847e+01
3.600000e+01, 1.173763e+00, 2.410560e+01
3.700000e+01, 1.245157e+00, 2.405894e+01
3.800000e+01, 1.315376e+00, 2.400829e+01
3.900000e+01, 1.383835e+00, 2.395342e+01
4.000000e+01, 1.449947e+00, 2.389410e+01
4.100000e+01, 1.513135e+00, 2.383010e+01
4.200000e+01, 1.572843e+00, 2.376118e+01
4.300000e+01, 1.628548e+00, 2.368709e+01
4.400000e+01, 1.679775e+00, 2.360758e+01
4.500000e+01, 1.726102e+00, 2.352240e+01
4.600000e+01, 1.767177e+00, 2.343127e+01
4.700000e+01, 1.802721e+00, 2.333394e+01
4.800000e+01, 1.832542e+00, 2.323012e+01
4.900000e+01, 1.856532e+00, 2.311952e+01
5.000000e+01, 1.874677e+00, 2.300187e+01
5.100000e+01, 1.887050e+00, 2.287687e+01
5.200000e+01, 1.893816e+00, 2.274422e+01
5.300000e+01, 1.895219e+00, 2.260362e+01
5.400000e+01, 1.891577e+00, 2.245474e+01
5.500000e+01, 1.883272e+00, 2.229727e+01
5.600000e+01, 1.870739e+00, 2.213090e+01
5.700000e+01, 1.854448e+00, 2.195528e+01
5.800000e+01, 1.834896e+00, 2.177009e+01
5.900000e+01, 1.812589e+00, 2.157498e+01
6.000000e+01, 1.788030e+00, 2.136960e+01
6.100000e+01, 1.761704e+00, 2.115360e+01
6.200000e+01, 1.734071e+00, 2.092662e+01
6.300000e+01, 1.705554e+00, 2.068829e+01
6.400000e+01, 1.676535e+00, 2.043824e+01
6.500000e+01, 1.647346e+00, 2.017610e+01
6.600000e+01, 1.618271e+00, 1.990147e+01
6.700000e+01, 1.589545e+00, 1.961398e+01
6.800000e+01, 1.561355e+00, 1.931322e+01
6.900000e+01, 1.533841e+00, 1.899878e+01
7.000000e+01, 1.507105e+00, 1.867027e+01
7.100000e+01, 1.481214e+00, 1.832728e+01
7.200000e+01, 1.456204e+00, 1.796936e+01
7.300000e+01, 1.432088e+00, 1.759612e+01
7.400000e+01, 1.408858e+00, 1.720710e+01
7.500000e+01, 1.386495e+00, 1.680187e+01
7.600000e+01, 1.364967e+00, 1.638000e+01
7.700000e+01, 1.344237e+00, 1.594102e+01
7.800000e+01, 1.324264e+00, 1.548449e+01
7.900000e+01, 1.305007e+00, 1.500994e+01
8.000000e+01, 1.286424e+00, 1.451690e+01
8.100000e+01, 1.268474e+00, 1.400490e+01
8.200000e+01, 1.251120e+00, 1.347346e+01
8.300000e+01, 1.234325e+00, 1.292209e+01
8.400000e+01, 1.218056e+00, 1.235030e+01
8.500000e+01, 1.202284e+00, 1.175760e+01
8.600000e+01, 1.186981e+00, 1.114347e+01
8.700000e+01, 1.172120e+00, 1.050742e+01
8.800000e+01, 1.157679e+00, 9.848916e+00
8.900000e+01, 1.143636e+00, 9.167444e+00
9.000000e+01, 1.129972e+00, 8.462475e+00
9.100000e+01, 1.116669e+00, 7.733475e+00
9.200000e+01, 1.103710e+00, 6.979904e+00
9.300000e+01, 1.091079e+00, 6.201216e+00
9.400000e+01, 1.078762e+00, 5.396859e+00
9.500000e+01, 1.066746e+00, 4.566275e+00
9.600000e+01, 1.055018e+00, 3.708900e+00
9.700000e+01, 1.043567e+00, 2.824164e+00
9.800000e+01, 1.032381e+00, 1.911491e+00
9.900000e+01, 1.021451e+00, 9.702990e-01
1.000000e+02, 1.010766e+00, 0.000000e+00
