0,2.05183e-06
0.00314159,1.46532e-05
0.00628319,3.98035e-05
0.00942478,7.769e-05
0.0125664,0.000128141
0.015708,0.000189436
0.0188496,0.000266478
0.0219911,0.000355361
0.0251327,0.00045516
0.0282743,0.000567304
0.0314159,0.000567304
0.0345575,0.000696317
0.0376991,0.000829325
0.0408407,0.000980446
0.0439823,0.0011434
0.0471239,0.001323
0.0502655,0.00150834
0.0534071,0.00170727
0.0565487,0.00192304
0.0596903,0.00214615
0.0628319,0.00238645
0.0659734,0.00263848
0.069115,0.00289996
0.0722566,0.00317997
0.0753982,0.0034613
0.0785398,0.00376561
0.0816814,0.00407926
0.084823,0.00439858
0.0879646,0.00474724
0.0911062,0.00509159
0.0942478,0.00545268
0.0973894,0.00583406
0.100531,0.00621442
0.103673,0.00661119
0.106814,0.00701964
0.109956,0.00744955
0.113097,0.00788181
0.116239,0.00833209
0.119381,0.00879468
0.122522,0.00926616
0.125664,0.00975843
0.128805,0.0102528
0.131947,0.01076
0.135088,0.011814
0.13823,0.011814
0.141372,0.012365
0.144513,0.0129273
0.147655,0.0134909
0.150796,0.0140692
0.153938,0.0146696
0.15708,0.0152709
0.160221,0.0158881
0.163363,0.0165226
0.166504,0.0171677
0.169646,0.0178273
0.172788,0.018486
0.175929,0.0191572
0.179071,0.0198495
0.182212,0.0205387
0.185354,0.0212573
0.188496,0.0219907
0.191637,0.0227269
0.194779,0.0234799
0.19792,0.0242298
0.201062,0.0250032
0.204204,0.0257867
0.207345,0.0265796
0.210487,0.027382
0.213628,0.0282039
0.21677,0.0290323
0.219911,0.0298734
0.223053,0.0307293
0.226195,0.0315732
0.229336,0.0324577
0.232478,0.0333356
0.235619,0.0342355
0.238761,0.0351468
0.241903,0.0360902
0.245044,0.0369996
0.248186,0.0379378
0.251327,0.0389006
0.254469,0.040836
0.257611,0.0418144
0.260752,0.0428267
0.263894,0.0438122
0.267035,0.0448524
0.270177,0.0458509
0.273319,0.0469106
0.27646,0.047955
0.279602,0.0490122
0.282743,0.0500745
0.285885,0.0511856
0.289027,0.0522873
0.292168,0.0533631
0.29531,0.0544634
0.298451,0.0556134
0.301593,0.0567528
0.304734,0.0578958
0.307876,0.0590355
0.311018,0.060204
0.314159,0.061375
0.317301,0.0625869
0.320442,0.0637762
0.323584,0.0649893
0.326726,0.0661762
0.329867,0.0674064
0.333009,0.0686308
0.33615,0.0698885
0.339292,0.0711508
0.342434,0.0724084
0.345575,0.0736897
0.348717,0.0749783
0.351858,0.0762755
0.355,0.0775919
0.358142,0.0788929
0.361283,0.0802171
0.364425,0.0815405
0.367566,0.0828827
0.370708,0.0842503
0.37385,0.0855604
0.376991,0.086943
0.380133,0.088344
0.383274,0.0897286
0.386416,0.0911281
0.389557,0.0925526
0.392699,0.0939248
0.395841,0.0953621
0.398982,0.0967931
0.402124,0.0982359
0.405265,0.0996821
0.408407,0.101148
0.411549,0.102591
0.41469,0.104092
0.417832,0.105576
0.420973,0.107047
0.424115,0.108554
0.427257,0.110085
0.430398,0.111584
0.43354,0.113095
0.436681,0.114652
0.439823,0.116186
0.442965,0.117751
0.446106,0.119289
0.449248,0.120854
0.452389,0.122414
0.455531,0.123991
0.458673,0.125591
0.461814,0.127178
0.464956,0.128791
0.468097,0.13037
0.471239,0.132032
0.47438,0.133625
0.477522,0.135305
0.480664,0.136932
0.483805,0.138584
0.486947,0.140219
0.490088,0.141901
0.49323,0.143561
0.496372,0.145234
0.499513,0.146927
0.502655,0.148595
0.505796,0.150309
0.508938,0.151974
0.51208,0.153697
0.515221,0.155448
0.518363,0.157153
0.521504,0.158858
0.524646,0.160613
0.527788,0.162344
0.530929,0.164062
0.534071,0.165829
0.537212,0.167618
0.540354,0.169362
0.543496,0.171141
0.546637,0.172918
0.549779,0.174677
0.55292,0.176447
0.556062,0.178278
0.559203,0.180074
0.562345,0.181872
0.565487,0.183684
0.568628,0.185501
0.57177,0.187334
0.574911,0.189157
0.578053,0.19099
0.581195,0.192808
0.584336,0.19465
0.587478,0.196477
0.590619,0.198379
0.593761,0.200191
0.596903,0.202072
0.600044,0.203908
0.603186,0.205805
0.606327,0.207671
0.609469,0.209532
0.612611,0.211401
0.615752,0.213314
0.618894,0.215186
0.622035,0.217054
0.625177,0.218989
0.628319,0.220914
0.63146,0.222806
0.634602,0.224722
0.637743,0.226587
0.640885,0.228547
0.644026,0.230484
0.647168,0.232353
0.65031,0.234326
0.653451,0.236252
0.656593,0.238187
0.659734,0.240131
0.662876,0.242058
0.666018,0.244004
0.669159,0.245964
0.672301,0.247873
0.675442,0.249845
0.678584,0.251827
0.681726,0.253751
0.684867,0.255689
0.688009,0.2577
0.69115,0.259625
0.694292,0.261609
0.697434,0.263576
0.700575,0.26555
0.703717,0.267521
0.706858,0.269493
0.71,0.271476
0.713142,0.273447
0.716283,0.275439
0.719425,0.277414
0.722566,0.279377
0.725708,0.28139
0.728849,0.283394
0.731991,0.28538
0.735133,0.287364
0.738274,0.289366
0.741416,0.291326
0.744557,0.293382
0.747699,0.295348
0.750841,0.297328
0.753982,0.299334
0.757124,0.301312
0.760265,0.303336
0.763407,0.305299
0.766549,0.307317
0.76969,0.309294
0.772832,0.311302
0.775973,0.313329
0.779115,0.315325
0.782257,0.317278
0.785398,0.319306
0.78854,0.3213
0.791681,0.323314
0.794823,0.325306
0.797965,0.327329
0.801106,0.329318
0.804248,0.331322
0.807389,0.333301
0.810531,0.335337
0.813672,0.337289
0.816814,0.339288
0.819956,0.341271
0.823097,0.343285
0.826239,0.345273
0.82938,0.347306
0.832522,0.349265
0.835664,0.351281
0.838805,0.353245
0.841947,0.355217
0.845088,0.3572
0.84823,0.359211
0.851372,0.361182
0.854513,0.363138
0.857655,0.365158
0.860796,0.367142
0.863938,0.369079
0.86708,0.371052
0.870221,0.373029
0.873363,0.375002
0.876504,0.376999
0.879646,0.378927
0.882788,0.380911
