0.000000,0.951626
0.100000,1.051709
0.200000,1.162318
0.300000,1.284560
0.400000,1.419659
0.500000,1.568966
0.600000,1.733975
0.700000,1.916339
0.800000,2.117882
0.900000,2.340622
1.000000,2.586787
1.100000,2.858842
1.200000,3.159509
1.300000,3.491797
1.400000,3.859033
1.500000,4.264891
1.600000,4.713434
1.700000,5.209150
1.800000,5.757001
1.900000,6.362470
2.000000,7.031617
2.100000,7.771138
2.200000,8.588436
2.300000,9.491690
2.400000,10.489939
2.500000,11.593176
2.600000,12.812441
2.700000,14.159937
2.800000,15.649150
2.900000,17.294986
3.000000,19.113916
3.100000,21.124144
3.200000,23.345789
3.300000,25.801087
3.400000,28.514611
3.500000,31.513519
3.600000,34.827825
3.700000,38.490699
3.800000,42.538801
3.900000,47.012646
4.000000,51.957009
4.100000,57.421376
4.200000,63.460434
4.300000,70.134627
4.400000,77.510750
4.500000,85.662626
4.600000,94.671843
4.700000,104.628568
4.800000,115.632451
4.900000,127.793622
5.000000,141.233794
5.100000,156.087482
5.200000,172.503346
5.300000,190.645681
5.400000,210.696062
5.500000,232.855161
5.600000,257.344752
5.700000,284.409935
5.800000,314.321589
5.900000,347.379080
6.000000,383.913256
6.100000,424.289766
6.200000,468.912710
6.300000,518.228690
6.400000,572.731277
6.500000,632.965952
6.600000,699.535562
6.700000,773.106359
6.800000,854.414665
6.900000,944.274240
7.000000,1043.584428
7.100000,1153.339161
7.200000,1274.636899
7.300000,1408.691632
7.400000,1556.845024
7.500000,1720.579845
7.600000,1901.534806
7.700000,2101.520968
7.800000,2322.539857
7.900000,2566.803506
8.000000,2836.756588
8.100000,3135.100882
8.200000,3464.822320
8.300000,3829.220865
8.400000,4231.943539
8.500000,4677.020926
8.600000,5168.907511
8.700000,5712.526259
8.800000,6313.317890
8.900000,6977.295329
9.000000,7711.103884
9.100000,8522.087759
9.200000,9418.363553
9.300000,10408.901494
9.400000,11503.615221
9.500000,12713.460994
9.600000,14050.547359
9.700000,15528.256324
9.800000,17161.377298
9.900000,18966.255104
