0.000000,1.001668
0.100000,1.107014
0.200000,1.223439
0.300000,1.352110
0.400000,1.494312
0.500000,1.651471
0.600000,1.825157
0.700000,2.017111
0.800000,2.229252
0.900000,2.463704
1.000000,2.722815
1.100000,3.009175
1.200000,3.325653
1.300000,3.675415
1.400000,4.061962
1.500000,4.489162
1.600000,4.961292
1.700000,5.483075
1.800000,6.059735
1.900000,6.697043
2.000000,7.401377
2.100000,8.179787
2.200000,9.040063
2.300000,9.990814
2.400000,11.041558
2.500000,12.202808
2.600000,13.486189
2.700000,14.904544
2.800000,16.472068
2.900000,18.204451
3.000000,20.119030
3.100000,22.234966
3.200000,24.573438
3.300000,27.157849
3.400000,30.014065
3.500000,33.170672
3.600000,36.659262
3.700000,40.514750
3.800000,44.775724
3.900000,49.484828
4.000000,54.689192
4.100000,60.440905
4.200000,66.797531
4.300000,73.822688
4.400000,81.586688
4.500000,90.167235
4.600000,99.650206
4.700000,110.130509
4.800000,121.713036
4.900000,134.513708
5.000000,148.660638
5.100000,164.295414
5.200000,181.574513
5.300000,200.670872
5.400000,221.775611
5.500000,245.099956
5.600000,270.877344
5.700000,299.365762
5.800000,330.850334
5.900000,365.646168
6.000000,404.101511
6.100000,446.601238
6.200000,493.570700
6.300000,545.479984
6.400000,602.848615
6.500000,666.250757
6.600000,736.320961
6.700000,813.760512
6.800000,899.344452
6.900000,993.929334
7.000000,1098.461794
7.100000,1213.988030
7.200000,1341.664265
7.300000,1482.768328
7.400000,1638.712434
7.500000,1811.057326
7.600000,2001.527887
7.700000,2212.030413
7.800000,2444.671682
7.900000,2701.780047
8.000000,2985.928735
8.100000,3299.961601
8.200000,3647.021593
8.300000,4030.582202
8.400000,4454.482232
8.500000,4922.964218
8.600000,5440.716885
8.700000,6012.922075
8.800000,6645.306609
8.900000,7344.199606
9.000000,8116.595822
9.100000,8970.225656
9.200000,9913.632523
9.300000,10956.258357
9.400000,12108.538107
9.500000,13382.004177
9.600000,14789.401842
9.700000,16344.816811
9.800000,18063.816201
9.900000,19963.604335
